x,y
5.45,-2.12
5.444927953309797,-2.1640740026312026
5.396835463190758,-2.3888491290527507
5.31099660857041,-2.5692282136458875
5.223752212516648,-2.706142805640957
5.204656222876071,-2.8663877320522526
5.242764782356874,-3.0582937191189354
5.312245883779489,-3.3956707581071153
5.3758470569768395,-3.7082727863991085
5.42366823359167,-3.9931980382097287
5.406822088496436,-4.156477600919457
5.358001535740942,-4.451613185426298
5.310796762698381,-4.705159635660027
5.244805359310425,-4.853739315967798
4.873300471019126,-5.079268732111962
4.660964555678078,-5.07543935420667
4.366493001732144,-5.08039324797392
4.215893706913947,-5.147244593167214
4.034743768575274,-5.25713673548205
3.8812215442346183,-5.296458561951988
3.7224364485303236,-5.280117641477359
3.570795641332121,-5.213465505643359
3.4503424073477484,-5.105456558068489
3.3719638809354286,-4.966586095952119
3.339632703876412,-4.807142266023292
3.3446950590603977,-4.556348747691118
3.3440854841034953,-4.255960121291182
3.3221701406487223,-4.073331811143792
3.3603566566847896,-3.9230105483334285
3.3655704276226595,-3.7094420906976486
3.368408046265904,-3.3892163910186133
3.3713218253211448,-3.0510203744651494
3.3742136661031124,-2.7107510491340108
3.3756554789425337,-2.3768387448388673
3.336848201612372,-2.2245236405914848
3.267210995027062,-2.093871890561275
3.1558599236994436,-1.8681596164315921
3.0316193374371054,-1.614668342230965
2.9035533021943607,-1.3531279187023386
2.774696893708688,-1.0898063708882166
2.6476596523529863,-0.8301074939840164
2.521492884209295,-0.5721762600583508
2.389217405358059,-0.30168808268932484
2.251679693673031,-0.02040480539339476
2.112839276754327,0.2635447091918477
1.9709133441482443,0.5538189547632987
1.8513261372956016,0.8243294465030988
1.8416367461470626,0.9927199490960599
1.8806685994709884,1.2187579937623914
1.93240441298005,1.50175890818742
2.01262331545509,1.640684092121823
2.1287739550326736,1.7464295405771098
2.270034085304427,1.8087519174788191
2.4356940870160892,1.8238818502097032
2.5993187664486355,1.7858818269175982
3.296208072332396,1.346220539478846
3.5420150481237846,1.1884308284237688
3.734304301097654,1.0429044873312472
3.8160463136142315,0.9176272394651823
3.856544048599363,0.7746691070868055
3.8521204234195543,0.6187738422878517
3.820316071019411,0.3312651361652065
3.786406246525073,0.007013978180493141
3.7531843703757244,-0.3112802275623259
3.721660337440492,-0.6136666616752344
3.693622453498993,-0.8832189736715093
3.6632593339912622,-1.1756695869311784
3.657137062347798,-1.4004938716023392
3.706894240243737,-1.5463647730064216
3.802744144844387,-1.6871164564037175
3.981156631504786,-1.9386483072595095
4.167059235275656,-2.1993995715531
4.302604788753185,-2.3293512983147755
4.428319862096782,-2.390969634432731
4.570115012392825,-2.414916418988057
4.70605037576992,-2.4008475418944
4.719912479875165,-2.3976694477787035
